TransactionID,CustomerAge,TransactionAmount,TransactionTimeHour,NumPrevTransactions,LocationRiskScore,IsFraud
772,45,46.75,0,48,0.55,0
773,53,29.48,10,18,0.17,0
774,43,11.19,2,44,0.82,0
775,25,43.83,18,27,0.37,0
776,67,53.3,17,37,0.29,0
777,45,112.65,19,48,0.83,1
778,45,107.34,1,12,0.64,0
779,54,7.27,6,23,0.9,0
780,58,50.3,7,34,0.63,0
781,53,20.06,18,38,0.74,0
782,44,17.06,21,23,0.84,0
783,34,175.62,14,25,0.05,0
784,26,4.28,9,4,0.78,0
785,50,54.33,21,30,0.61,0
786,37,18.42,0,30,0.07,0
787,30,211.47,5,13,0.51,0
788,45,81.43,12,42,0.08,0
789,65,26.32,13,49,0.74,0
790,46,69.8,2,14,0.55,0
791,30,131.49,10,47,0.95,0
792,63,317.29,2,8,0.18,0
793,52,24.9,18,24,0.61,0
794,23,217.32,9,18,0.21,0
795,35,272.27,14,35,0.61,0
796,68,248.2,10,25,0.72,0
797,22,100.9,14,17,0.72,0
798,64,99.38,23,32,0.82,0
799,42,51.62,12,24,0.85,0
800,19,139.59,4,7,0.08,0
801,27,75.78,3,13,0.34,0
802,47,113.15,12,27,0.69,0
803,67,55.94,8,48,0.5,1
804,62,131.49,16,5,0.19,0
805,22,174.0,1,36,0.55,0
806,50,15.83,23,26,0.41,0
807,18,178.93,4,42,0.39,0
808,35,77.72,15,45,0.81,0
809,49,186.22,6,31,0.41,0
810,64,56.44,0,10,0.03,0
811,66,47.65,11,46,0.06,0
812,28,246.58,20,26,0.86,0
813,38,28.92,10,22,0.96,0
814,43,185.93,11,12,0.69,0
815,42,66.17,18,32,0.36,0
816,39,72.17,11,27,0.94,0
817,44,36.88,11,33,0.66,0
818,66,85.11,13,20,0.84,0
819,30,39.34,1,39,0.77,0
820,50,4.01,1,41,0.38,0
821,51,31.75,3,40,0.48,0
822,58,0.64,19,13,0.19,0
823,52,383.3,22,14,0.29,0
824,18,337.4,15,44,0.78,0
825,38,50.28,9,40,0.89,1
826,65,130.33,12,22,0.72,0
827,23,42.44,1,18,0.47,0
828,45,111.2,2,48,0.09,0
829,34,163.7,18,29,0.06,0
830,22,293.29,5,43,0.37,0
831,48,51.12,18,16,0.46,0
832,22,152.92,20,46,0.61,0
833,55,30.91,19,35,0.01,0
834,20,463.9,18,34,0.99,0
835,40,2.61,7,3,0.36,0
836,54,92.52,13,4,0.85,0
837,54,107.74,9,5,0.53,0
838,27,116.49,2,10,0.13,0
839,27,12.83,5,29,0.8,1
840,36,278.92,14,32,0.71,1
841,34,19.99,22,31,0.53,0
842,38,97.49,22,2,0.51,0
843,31,25.19,17,12,0.09,0
844,26,36.7,13,27,0.66,0
845,63,79.07,18,5,0.91,0
846,18,53.99,9,37,0.09,0
847,68,17.46,14,27,0.26,0
848,62,18.75,3,23,0.9,0
849,30,54.15,22,33,0.28,0
850,21,141.59,1,4,0.65,0
851,18,228.24,2,21,0.53,0
852,66,8.79,6,24,0.6,0
853,57,49.94,22,44,0.42,0
854,49,10.56,15,31,0.3,0
855,51,1.67,9,44,0.05,0
856,45,108.39,18,48,0.74,0
857,48,92.24,16,24,0.75,0
858,25,17.8,18,49,0.67,0
859,56,26.63,4,10,0.64,0
860,43,2.4,22,49,0.24,0
861,51,180.15,19,49,0.02,0
862,20,367.66,12,2,0.81,0
863,67,14.56,12,31,0.49,0
864,29,26.33,10,25,0.31,0
865,18,202.81,10,4,0.1,0
866,61,261.0,15,11,0.06,0
867,22,54.41,14,17,0.35,0
868,47,5.19,16,44,0.8,0
869,47,4.02,21,2,0.92,0
870,34,85.32,17,6,0.9,0
871,65,49.91,18,9,0.92,0
872,64,2.91,3,5,0.91,0
873,40,87.53,21,20,0.53,0
874,32,1.14,21,29,0.22,0
875,54,154.82,22,21,0.8,0
876,38,36.59,4,9,0.21,0
877,31,4.11,6,28,0.27,0
878,19,88.76,1,8,0.23,0
879,28,50.7,0,31,0.51,0
880,68,364.2,11,20,0.32,0
881,56,78.57,9,27,0.15,0
882,55,32.19,7,8,0.45,0
883,51,123.59,0,21,0.87,0
884,55,31.68,11,28,0.57,0
885,67,234.59,1,23,0.88,0
886,51,46.96,9,6,0.2,0
887,35,79.82,21,3,0.17,0
888,47,5.19,16,5,0.58,0
889,32,55.53,2,9,0.46,0
890,44,178.6,6,7,0.66,0
891,68,163.81,11,4,0.79,0
892,51,25.4,7,39,0.75,0
893,69,25.63,19,5,0.94,0
894,55,169.99,11,11,0.4,0
895,50,266.5,2,15,0.21,0
896,41,10.02,16,34,0.55,0
897,32,59.79,8,13,0.11,0
898,47,41.17,9,48,0.29,0
899,59,204.55,21,7,0.21,0
900,68,8.72,5,40,0.4,0
901,34,23.71,0,6,0.11,0
902,22,139.62,21,39,0.03,0
903,46,5.27,11,30,0.66,0
904,21,67.83,4,22,0.61,0
905,27,58.36,12,25,0.71,0
906,34,40.71,14,28,0.66,0
907,27,50.18,21,20,0.11,0
908,34,75.49,10,39,0.29,0
909,37,17.6,7,3,0.13,0
910,41,84.86,4,5,0.84,0
911,22,163.7,1,1,0.75,0
912,51,142.78,11,15,0.2,1
913,23,16.71,1,26,0.34,0
914,19,16.16,15,3,0.97,0
915,30,31.22,20,40,0.59,0
916,60,44.8,2,41,0.8,0
917,60,52.5,9,47,0.26,0
918,65,113.85,18,42,0.21,0
919,28,5.84,7,34,0.78,0
920,68,3.53,6,5,0.69,0
921,64,49.74,0,31,0.68,0
922,40,119.46,11,13,0.55,0
923,33,21.5,4,43,0.56,0
924,48,102.58,15,1,0.74,0
925,28,30.09,3,22,0.27,0
926,33,217.23,16,15,0.35,0
927,25,226.04,23,26,0.87,0
928,21,35.28,20,18,0.31,0
929,57,26.14,1,48,0.55,0
930,21,52.98,11,9,0.7,1
931,42,27.51,0,1,1.0,0
932,20,111.59,11,43,0.44,0
933,49,174.91,11,9,0.43,0
934,20,111.81,11,23,0.84,0
935,44,173.93,18,43,0.81,0
936,46,50.58,16,45,0.73,0
937,49,17.0,19,2,0.46,0
938,67,133.92,23,14,0.32,0
939,68,44.7,23,38,0.61,0
940,36,111.25,10,40,0.88,0
941,38,31.56,12,18,0.88,0
942,22,8.47,7,16,0.11,0
943,35,490.38,9,29,0.43,0
944,45,16.98,7,44,0.46,0
945,59,445.86,19,11,0.98,0
946,39,378.45,7,6,0.68,0
947,38,157.9,8,3,0.41,0
948,23,107.71,6,14,0.03,0
949,18,86.23,13,2,0.57,1
950,22,201.07,1,32,0.1,0
951,58,34.17,10,31,0.83,0
952,29,63.05,7,11,0.75,0
953,43,96.6,12,22,0.46,0
954,63,52.97,20,3,0.43,0
955,51,55.77,14,31,0.9,0
956,66,40.09,2,33,0.29,0
957,31,83.06,22,24,0.25,0
958,43,190.1,13,1,0.94,0
959,62,22.51,14,44,0.81,0
960,44,272.47,1,15,0.82,0
961,26,116.82,18,37,0.2,0
962,43,173.32,11,27,0.14,0
963,64,81.24,19,38,0.03,0
964,39,151.19,3,48,0.24,0
965,64,1.63,2,27,0.77,0
966,47,170.58,4,44,0.24,0
967,60,4.1,2,12,0.73,0
968,65,220.65,14,3,0.25,0
969,34,482.37,18,30,0.4,0
970,43,34.82,1,32,0.98,0
971,53,23.61,11,23,0.24,0
972,18,144.97,4,2,0.38,0
973,25,29.17,21,7,0.3,0
974,66,200.67,16,34,0.11,0
975,52,10.85,13,32,0.49,0
976,69,13.46,21,39,0.38,0
977,32,387.05,9,32,0.69,0
978,64,112.04,2,43,0.82,0
979,39,187.66,3,43,0.54,0
980,31,39.2,5,14,0.03,0
981,43,112.85,23,3,0.62,0
982,45,90.2,21,46,0.06,0
983,40,92.42,15,32,0.62,0
984,31,114.74,6,43,0.69,0
985,41,85.65,14,36,0.2,0
986,19,56.05,20,17,0.82,0
987,62,32.29,19,48,0.91,0
988,43,146.35,10,3,0.81,0
989,31,25.65,21,10,0.31,0
990,68,117.88,20,47,0.59,0
991,24,26.57,0,40,0.91,0
992,20,98.17,4,18,0.32,0
993,64,137.47,12,3,0.82,0
994,40,24.68,20,39,0.01,0
995,63,6.18,13,10,0.0,0
996,60,14.04,8,9,0.76,0
997,64,93.14,16,46,0.76,0
998,62,189.34,14,46,0.79,0
999,35,4.6,20,11,0.93,0
1000,55,132.48,6,33,0.12,0
1001,52,41.75,21,36,0.23,0
1002,68,65.11,21,26,0.9,0
1003,32,264.31,11,27,0.18,0
1004,42,40.34,22,38,0.68,0
1005,54,62.61,5,22,0.53,0
1006,45,1.38,20,26,0.08,1
1007,27,8.51,15,22,0.29,0
1008,56,29.92,4,5,0.52,0
1009,34,2.82,8,35,0.85,0
1010,56,99.8,13,2,0.71,0
1011,39,55.58,7,35,0.62,1
1012,43,79.44,13,9,0.5,0
1013,61,19.19,11,49,0.3,0
1014,42,35.09,9,18,0.12,0
1015,34,109.01,19,43,0.41,0
1016,30,336.11,19,12,0.03,0
1017,37,5.17,20,3,0.21,0
1018,42,221.08,12,18,0.43,1
1019,21,86.01,18,38,0.42,0
1020,27,82.99,14,7,0.04,0
1021,20,69.37,7,33,0.59,0
1022,58,7.19,22,6,0.55,0
1023,62,9.42,20,18,0.08,0
1024,35,91.86,9,45,0.94,0
1025,64,41.7,2,22,0.1,0
1026,53,249.21,20,39,0.85,0
1027,64,52.19,2,9,0.0,0
1028,39,15.46,4,35,0.88,0
1029,51,125.43,15,23,0.02,0
1030,64,34.72,16,12,0.76,0
1031,25,74.54,5,24,0.36,0
1032,57,119.68,19,40,0.74,0
1033,66,230.52,19,9,0.4,0
1034,61,157.11,15,13,0.07,0
1035,36,112.81,23,40,0.77,0
1036,59,113.83,1,42,0.07,0
1037,58,291.74,19,17,0.92,0
1038,54,35.07,14,7,0.05,0
1039,23,0.11,17,17,0.48,0
1040,69,31.74,0,24,0.72,0
1041,43,24.58,18,2,0.39,1
1042,51,108.42,11,35,0.22,0
1043,62,100.43,7,28,0.76,0
1044,23,90.01,5,19,0.78,0
1045,54,1.64,11,33,0.92,0
1046,50,130.48,6,21,0.38,0
1047,39,39.09,17,10,0.51,0
1048,38,109.38,21,46,0.36,0
1049,23,81.32,13,45,0.26,0
1050,23,41.97,7,9,0.75,0
1051,65,14.45,23,38,0.34,0
1052,21,9.92,19,6,0.43,0
1053,47,178.09,21,42,0.4,0
1054,28,250.59,13,35,0.71,0
1055,47,104.92,4,18,0.92,0
1056,48,10.92,8,19,0.67,0
1057,41,51.42,7,5,0.47,0
1058,26,130.54,1,25,0.78,1
1059,20,151.33,15,11,0.64,0
1060,68,12.58,12,10,0.06,0
1061,48,0.0,6,17,0.1,0
1062,57,124.53,15,36,0.04,0
1063,54,44.1,6,26,0.46,0
1064,53,29.37,13,31,0.83,0
1065,41,1.3,13,32,0.31,0
1066,48,77.72,11,21,0.38,0
1067,23,190.48,0,18,0.91,0
1068,19,316.14,0,18,0.84,0
1069,37,83.41,11,1,0.67,0
1070,45,72.25,19,14,0.27,0
1071,28,8.89,20,8,0.12,0
1072,21,79.6,14,2,0.02,0
1073,32,47.8,3,15,0.11,0
1074,23,93.43,6,34,0.29,0
1075,66,49.22,15,36,0.55,0
1076,47,27.48,2,1,0.06,0
1077,55,9.98,6,21,0.14,0
1078,68,37.82,23,42,0.18,0
1079,19,10.16,21,1,0.63,0
1080,32,19.47,5,32,0.62,0
1081,28,436.9,15,20,0.55,0
1082,25,58.72,23,47,0.25,0
1083,43,75.9,7,36,0.37,0
1084,68,206.85,22,39,0.1,0
1085,62,541.91,21,30,0.23,0
1086,61,87.4,5,7,0.9,0
1087,22,167.38,9,22,0.98,0
1088,23,39.59,15,45,0.65,1
1089,43,36.49,10,10,0.92,0
1090,21,51.53,12,8,0.64,0
1091,36,111.63,5,27,0.03,0
1092,37,114.63,23,10,1.0,0
1093,50,37.87,0,14,0.1,0
1094,37,14.3,20,46,0.68,0
1095,66,100.07,18,11,0.25,0
1096,29,13.73,11,6,0.39,0
1097,64,86.39,23,21,0.65,0
1098,18,118.23,5,33,0.44,0
1099,43,120.6,17,19,0.25,0
1100,31,140.03,12,39,0.33,0
1101,55,206.25,6,24,0.34,0
1102,54,69.31,22,18,0.96,0
1103,28,131.03,12,35,0.8,0
1104,53,96.54,20,43,0.46,0
1105,30,20.66,7,37,0.2,0
1106,60,2.6,20,19,0.81,0
1107,20,33.48,16,24,0.16,0
1108,50,58.53,8,34,0.21,0
1109,23,96.0,19,22,0.37,0
1110,67,189.68,12,4,0.88,0
1111,27,21.85,1,10,0.13,0
1112,22,13.42,3,2,0.12,0
1113,40,330.99,1,8,0.49,0
1114,27,11.43,3,33,0.28,0
1115,61,65.1,17,38,0.57,0
1116,19,88.08,4,43,0.45,0
1117,30,77.95,18,28,0.43,0
1118,57,9.0,9,10,0.11,0
1119,19,5.87,17,45,0.14,0
1120,37,11.15,20,1,0.82,0
1121,18,88.09,9,34,0.89,0
1122,54,78.6,4,3,0.23,0
1123,26,26.62,16,9,0.11,0
1124,34,101.55,21,5,0.05,0
1125,26,171.52,12,42,0.61,0
1126,28,4.25,22,10,0.72,0
1127,32,68.94,16,12,0.37,0
1128,41,116.9,8,18,0.68,0
1129,55,29.08,23,21,0.71,0
1130,52,36.78,11,21,0.94,0
1131,47,95.1,13,1,0.06,0
1132,48,228.21,13,3,0.19,0
1133,66,166.03,7,5,0.07,0
1134,22,87.5,22,25,0.87,0
1135,61,131.02,4,49,0.79,0
1136,67,45.39,18,8,0.57,0
1137,31,102.43,13,17,0.08,0
1138,28,62.77,8,9,0.27,0
1139,26,21.06,6,32,0.3,0
1140,51,120.98,7,6,0.56,0
1141,29,81.3,13,49,0.26,0
1142,52,44.41,21,40,0.07,1
1143,52,242.29,13,21,0.73,0
1144,18,2.12,10,7,0.3,0
1145,57,37.95,13,7,0.45,1
1146,39,5.86,20,47,0.13,0
1147,46,145.47,7,39,0.8,0
1148,25,121.1,2,27,0.57,0
1149,28,40.25,22,8,0.9,0
1150,58,112.6,17,9,0.5,0
1151,54,50.41,2,28,0.94,0
1152,31,141.16,12,15,0.89,0
1153,47,60.55,11,2,0.58,0
1154,52,53.15,14,7,0.93,0
1155,38,272.92,17,47,0.32,0
1156,54,28.89,4,18,0.37,1
1157,22,12.83,6,22,0.05,0
1158,36,87.84,10,10,0.59,0
1159,31,348.42,10,33,0.72,0
1160,43,47.46,14,7,0.77,0
1161,21,6.4,9,3,0.15,0
1162,42,41.45,14,14,0.44,0
1163,62,70.51,12,44,0.18,0
1164,59,17.66,13,46,0.66,0
1165,42,107.32,16,36,0.16,0
1166,35,609.66,12,13,0.9,0
1167,57,60.1,9,16,0.23,0
1168,25,43.81,0,16,0.29,0
1169,56,51.2,0,5,0.85,0
1170,57,12.23,14,25,0.46,0
1171,31,214.79,15,38,0.02,0
1172,49,53.58,11,38,0.49,0
1173,68,48.98,23,38,0.08,0
1174,55,107.79,5,39,0.99,0
1175,50,58.35,5,48,0.59,0
1176,40,104.48,11,41,0.26,0
1177,32,6.34,14,26,0.56,0
1178,50,168.05,3,13,0.08,0
1179,42,282.18,23,44,0.8,0
1180,34,104.63,3,26,0.93,0
1181,50,309.15,1,1,0.87,0
1182,64,16.42,23,8,0.34,0
1183,19,64.9,11,4,0.33,0
1184,31,92.08,6,21,0.04,0
1185,57,87.16,19,22,0.65,0
1186,57,51.33,8,37,0.53,0
1187,68,41.26,8,49,0.46,0
1188,56,13.56,7,3,0.91,0
1189,68,49.72,13,19,0.17,0
1190,23,17.75,0,1,0.01,0
1191,23,132.56,22,29,0.07,0
1192,20,23.42,20,23,0.22,0
1193,24,6.04,22,33,0.03,0
1194,68,80.38,11,41,0.5,0
1195,25,90.44,1,23,0.31,0
1196,59,205.5,12,5,0.18,0
1197,69,86.03,3,7,0.75,0
1198,32,42.39,19,6,0.2,0
1199,64,162.46,17,49,0.69,0
1200,46,77.71,18,22,0.35,0
1201,50,8.26,15,49,0.51,0
1202,69,83.44,13,13,0.93,0
1203,47,238.62,7,12,0.04,0
1204,56,50.47,11,4,0.5,0
1205,44,35.14,8,8,0.85,0
1206,53,15.49,5,37,0.59,0
1207,46,16.42,17,31,0.28,0
1208,55,56.7,1,37,0.4,0
1209,50,90.55,22,45,0.68,0
1210,54,8.41,7,26,0.89,0
1211,44,280.62,23,43,0.04,0
1212,50,140.7,13,8,0.07,0
1213,21,88.34,5,40,0.33,0
1214,39,176.28,9,33,0.23,0
1215,19,8.36,7,45,0.26,0
1216,27,64.79,16,29,0.22,0
1217,22,99.45,11,5,0.2,0
1218,27,176.41,16,28,0.13,0
1219,50,153.0,12,40,0.93,0
1220,55,32.44,18,17,0.14,0
1221,30,282.82,11,23,0.2,0
1222,48,13.28,15,45,0.25,0
1223,64,208.05,4,9,0.93,0
1224,53,353.84,15,2,0.76,1
1225,62,19.5,5,32,0.79,0
1226,41,128.04,10,49,0.1,0
1227,69,4.11,16,31,0.84,0
1228,32,51.99,22,7,0.41,0
1229,46,72.63,13,30,0.26,0
1230,25,86.9,5,3,0.58,0
1231,22,274.79,22,9,0.82,0
1232,46,111.55,10,10,0.78,0
1233,64,65.64,11,46,0.89,0
1234,21,165.9,12,47,0.93,0
1235,29,300.64,3,26,0.24,0
1236,62,2.23,6,1,0.42,0
1237,19,404.68,1,30,0.01,0
1238,44,9.01,5,38,0.88,0
1239,48,168.41,5,15,0.15,0
1240,68,32.9,17,25,0.86,0
1241,68,14.18,19,6,0.33,0
1242,53,57.96,7,18,0.37,0
1243,53,103.27,7,1,0.04,0
1244,43,47.96,7,3,0.33,0
1245,60,5.61,7,17,0.89,0
1246,44,91.49,0,48,0.03,0
1247,22,232.69,1,8,0.41,0
1248,37,48.32,11,49,0.03,0
1249,28,24.38,14,40,0.37,0
1250,27,58.44,3,17,0.17,0
1251,57,4.96,2,25,0.25,0
1252,55,171.75,13,41,0.88,0
1253,23,175.07,21,12,0.44,0
1254,25,88.67,22,29,0.27,0
1255,40,43.56,7,25,0.59,0
1256,64,160.84,12,36,0.14,0
1257,43,80.9,22,25,0.26,0
1258,63,174.83,18,29,0.55,0
1259,60,99.82,21,11,0.24,1
1260,29,153.44,4,4,0.68,0
1261,43,91.27,12,14,0.49,0
1262,30,53.47,19,46,0.77,0
1263,57,316.88,0,38,0.95,1
1264,35,77.9,15,17,0.12,1
1265,42,92.91,22,2,0.33,0
1266,50,24.91,23,8,0.32,0
1267,64,98.26,1,36,0.15,0
1268,57,84.77,6,10,0.81,1
1269,60,20.44,5,7,0.76,0
1270,29,6.14,4,36,0.48,0
1271,61,92.72,3,16,0.54,0
1272,53,144.26,1,14,0.06,0
1273,65,74.11,9,16,0.56,0
1274,21,25.72,21,25,0.79,0
1275,22,109.82,4,41,0.57,0
1276,54,8.35,17,4,0.27,0
1277,25,58.31,9,29,0.67,0
1278,59,17.84,22,6,0.36,0
1279,66,20.39,21,1,0.54,0
1280,45,22.6,14,39,0.49,0
1281,48,48.89,8,1,0.38,0
1282,26,5.25,10,40,0.72,0
1283,68,50.72,20,3,0.88,0
1284,46,71.68,16,1,0.01,0
1285,31,66.03,20,1,0.93,0
1286,57,48.25,8,39,0.51,0
1287,58,182.73,22,21,0.7,0
1288,39,15.7,15,45,0.86,0
1289,28,70.46,5,30,0.47,0
1290,40,6.4,21,32,0.83,0
1291,18,7.38,10,33,0.18,0
1292,63,85.3,22,48,0.16,0
1293,54,83.48,16,22,0.66,0
1294,38,210.4,3,30,0.87,0
1295,43,81.62,14,46,0.89,0
1296,63,321.37,0,4,0.64,0
1297,53,4.99,21,23,0.53,0
1298,40,10.31,19,44,0.33,0
1299,18,4.51,0,25,0.98,0
1300,68,20.49,8,12,0.32,0
1301,57,77.93,11,17,0.74,0
1302,32,103.73,3,15,0.53,0
1303,38,4.67,21,10,0.61,0
1304,64,291.82,12,35,0.39,0
1305,26,184.62,6,29,0.96,0
1306,26,35.18,7,12,0.57,0
1307,27,8.03,12,1,0.94,0
1308,69,18.62,10,1,0.01,0
1309,43,13.58,8,10,0.57,0
1310,58,13.16,23,18,0.72,0
1311,52,73.1,15,47,0.75,0
1312,69,28.22,9,2,0.9,0
1313,42,44.34,10,49,0.0,0
1314,43,455.69,11,8,0.0,0
1315,28,115.3,13,22,0.47,0
1316,55,297.56,18,22,0.03,0
1317,19,15.38,11,26,0.97,0
1318,24,48.15,17,26,0.22,0
1319,35,80.91,20,9,0.47,0
1320,44,7.99,16,21,0.06,0
1321,51,0.42,2,31,0.52,0
1322,44,111.0,0,43,0.38,0
1323,34,102.67,18,6,0.04,0
1324,60,52.9,3,14,0.34,0
1325,61,67.26,22,33,0.39,0
1326,68,53.69,15,7,0.99,0
1327,41,2.43,11,24,0.21,0
1328,42,40.85,20,9,0.54,0
1329,24,19.49,20,11,0.99,0
1330,69,10.36,12,23,0.79,0
1331,23,314.01,16,48,0.99,0
1332,41,91.47,7,2,0.97,0
1333,50,130.44,12,15,0.49,0
1334,66,37.89,19,35,0.7,0
1335,46,49.95,4,36,0.11,0
1336,60,27.04,17,28,0.44,0
1337,39,10.2,14,39,0.81,0
1338,43,19.73,11,44,0.51,0
1339,45,159.71,16,4,0.7,0
1340,67,113.18,14,10,0.75,0
1341,38,79.17,1,6,0.25,0
1342,66,64.45,5,30,0.88,0
1343,24,255.66,16,46,0.46,0
1344,34,7.55,15,35,0.21,0
1345,37,32.93,16,49,0.87,0
1346,58,43.07,19,43,0.42,0
1347,66,152.52,8,10,0.75,0
1348,37,489.48,4,32,0.55,0
1349,39,27.53,22,42,0.38,0
1350,45,207.39,0,42,0.81,0
1351,57,177.56,5,3,0.58,0
1352,66,25.45,23,26,0.39,0
1353,24,50.97,13,15,0.11,0
1354,18,52.71,16,17,0.9,0
1355,49,382.68,18,27,0.04,1
1356,30,19.95,0,18,0.86,1
1357,47,160.52,0,19,0.36,0
1358,40,40.68,12,12,0.64,0
1359,68,131.26,13,24,0.92,0
1360,36,54.47,5,5,0.15,0
1361,49,86.36,5,24,0.57,0
1362,47,178.74,0,27,0.76,0
1363,46,163.05,13,48,0.76,0
1364,66,201.31,2,30,0.53,0
1365,62,6.15,22,15,0.62,0
1366,46,117.78,9,47,0.76,0
1367,47,15.08,18,38,0.84,0
1368,33,53.75,18,44,0.76,0
1369,57,79.54,18,34,0.35,0
1370,36,51.54,22,27,1.0,0
1371,35,73.32,3,20,0.43,0
1372,18,566.25,19,41,0.02,0
1373,31,14.53,18,32,0.36,0
1374,68,112.53,9,4,0.13,0
1375,64,50.42,1,5,0.12,0
1376,67,14.27,3,8,0.28,0
1377,19,17.29,23,22,0.05,0
1378,45,298.13,5,42,0.69,0
1379,66,211.69,6,7,0.07,0
1380,67,237.56,15,22,0.2,0
1381,47,477.16,6,46,0.09,0
1382,55,23.36,17,30,0.06,0
1383,68,43.92,19,37,0.27,0
1384,21,110.63,21,16,0.57,0
1385,18,66.13,18,15,0.96,0
1386,25,54.2,8,5,0.88,0
1387,46,44.29,19,3,0.88,0
1388,56,90.09,9,23,0.18,0
1389,20,85.71,12,10,0.26,0
1390,49,17.61,17,5,0.08,0
1391,27,63.82,15,23,0.78,0
1392,27,80.63,21,15,0.07,0
1393,36,84.46,16,18,0.56,0
1394,63,23.59,21,25,0.25,0
1395,51,135.58,12,8,0.24,0
1396,50,2.55,11,31,0.99,0
1397,40,43.82,9,21,0.76,0
1398,45,151.51,0,2,0.84,0
1399,49,82.99,7,22,0.57,1
1400,67,30.27,20,8,0.87,0
1401,24,118.73,21,23,0.65,0
1402,46,83.79,17,32,0.95,0
1403,25,159.08,1,8,0.28,0
1404,18,132.81,15,4,0.6,0
1405,20,94.19,11,30,0.69,0
1406,41,66.98,8,19,0.39,0
1407,40,14.29,2,23,0.88,0
1408,25,30.29,21,18,0.98,0
1409,64,54.32,20,29,0.49,0
1410,54,91.45,3,23,0.39,0
1411,20,72.09,1,33,0.47,0
1412,68,33.99,7,47,0.85,0
1413,50,0.65,9,18,0.65,0
1414,45,68.57,15,44,0.04,0
1415,64,33.63,22,33,0.54,0
1416,25,132.65,10,7,0.02,0
1417,51,2.42,17,28,0.78,0
1418,52,87.91,21,1,0.33,0
1419,49,283.83,13,39,0.47,0
1420,41,19.17,7,34,0.8,0
1421,31,63.8,22,39,0.05,0
1422,49,9.59,14,19,0.16,0
1423,63,98.26,16,31,0.4,0
1424,60,79.97,20,13,0.23,0
1425,33,52.32,17,24,0.34,0
1426,21,73.68,5,5,1.0,0
1427,69,226.89,22,23,0.83,0
1428,54,21.85,13,19,0.88,0
1429,38,2.28,22,1,0.94,0
1430,31,197.81,2,33,0.34,0
1431,48,86.07,6,33,0.3,0
1432,65,221.33,14,32,0.23,0
1433,35,90.87,20,28,0.83,0
1434,24,166.16,23,37,0.68,0
1435,27,56.15,15,41,0.24,0
1436,24,138.57,15,12,0.38,0
1437,50,244.23,7,9,0.51,0
1438,40,84.89,6,11,0.53,0
1439,38,19.94,5,33,0.89,0
1440,36,31.31,1,19,0.38,0
1441,65,22.15,21,42,0.91,0
1442,36,28.35,12,34,0.44,0
1443,53,36.59,11,7,0.75,0
1444,46,81.0,14,31,0.93,0
1445,35,88.67,8,2,0.91,0
1446,19,55.6,1,19,0.06,0
1447,18,95.56,16,38,0.21,0
1448,64,8.51,4,32,0.48,0
1449,22,9.19,10,10,0.43,1
1450,37,18.85,21,41,0.64,0
1451,28,73.0,18,8,0.94,0
1452,59,24.08,23,26,0.11,0
1453,19,33.31,6,30,0.45,0
1454,20,51.13,1,11,0.19,0
1455,40,167.06,15,41,0.89,0
1456,29,1.4,11,20,0.96,0
1457,37,104.8,22,20,0.48,0
1458,22,110.53,14,9,0.1,0
1459,54,160.27,0,8,0.79,0
1460,55,269.94,12,15,0.7,0
1461,47,2.03,22,34,0.35,1
1462,26,16.7,5,24,0.89,0
1463,51,217.31,12,33,0.98,0
1464,61,61.34,17,41,0.56,0
1465,52,83.15,2,41,0.57,0
1466,69,108.78,0,45,0.3,0
1467,39,113.65,14,40,0.58,0
1468,61,268.44,12,27,0.44,0
1469,41,579.24,4,21,0.3,0
1470,34,127.35,12,5,0.07,0
1471,27,33.86,21,35,0.25,1
1472,47,211.82,4,21,0.2,0
1473,63,5.05,18,4,0.54,0
1474,40,26.28,20,49,0.6,0
1475,49,227.68,23,48,0.61,0
1476,34,29.6,17,16,0.39,0
1477,67,24.93,20,31,0.42,0
1478,68,14.86,21,26,0.83,0
1479,34,195.98,9,35,0.48,0
1480,31,69.33,23,6,0.99,0
1481,26,112.36,7,33,0.44,0
1482,57,27.32,14,21,0.65,0
1483,19,141.9,20,16,0.05,0
1484,62,142.71,19,47,0.65,0
1485,42,37.48,22,39,0.85,0
1486,56,52.88,21,34,0.94,0
1487,26,23.53,3,42,1.0,1
1488,39,375.34,1,15,0.28,0
1489,60,103.73,23,6,0.58,0
1490,63,272.64,5,2,0.45,0
1491,21,36.15,2,24,0.56,0
1492,43,152.28,6,49,0.16,0
1493,46,145.18,9,28,0.86,0
1494,62,117.65,22,1,0.91,0
1495,51,337.08,5,1,0.45,0
1496,40,50.01,15,28,0.28,0
1497,54,14.01,1,36,0.14,0
1498,28,111.39,23,20,0.68,0
1499,23,130.68,16,48,0.31,0
1500,35,85.58,12,8,0.91,0
1501,38,23.17,0,1,0.67,0
1502,59,70.21,5,26,0.65,0
1503,53,37.42,4,43,0.56,0
1504,58,55.77,12,49,0.05,0
1505,55,103.63,22,25,0.93,0
1506,51,136.73,17,10,0.63,0
1507,34,26.43,11,12,0.99,0
1508,54,51.97,6,41,0.54,0
1509,42,31.36,14,7,0.71,0
1510,55,22.14,2,12,0.06,0
1511,29,152.96,15,47,0.63,0
1512,40,239.97,0,40,0.76,0
1513,59,46.24,15,17,0.78,0
1514,39,139.14,23,5,0.77,0
1515,38,227.3,11,14,0.23,0
1516,44,187.16,18,34,0.98,0
